变量名,typeSeqID,weight,group,desc,desc_tw,desc_en,desc_vn,desc_kr,choice1,choice1_tw,choice1_en,choice1_vn,choice1_kr,choice2,choice2_tw,choice2_en,choice2_vn,choice2_kr,choice3,choice3_tw,choice3_en,choice3_vn,choice3_kr,choice4,choice4_tw,choice4_en,choice4_vn,choice4_kr,answer,imgID
269,1,50,161,【常识】电脑的中央处理器英文缩写是？,【常識】電腦的中央處理器英文縮寫是？,[Common Sense] What is the abbreviation of the central processing unit of a computer?,404,404,CPU,CPU,CPU,404,404,GDP,GDP,GDP,404,404,NBA,NBA,NBA,404,404,CPV,CPV,CPV,404,404,1,
270,1,50,162,【常识】一千克铁和一千克木头哪个重？,【常識】一千克鐵和一千克木頭哪個重？,[Common Sense] Which one is heavier? 1 pound of Iron or 1 pound of wood?,404,404,一样重,一樣重,Same weight,404,404,木头,木頭,Wood,404,404,铁,鐵,Iron,404,404,没有可比性,沒有可比性,Not comparable,404,404,1,
271,2,50,346,【常识】下列在光合作用的产物中，不在叶绿体内合成的是？,【常識】下列在光合作用的產物中，不在葉綠體內合成的是？,[Common sense] Which of the following products of photosynthesis are not synthesized in the chloroplast?,404,404,蔗糖,蔗糖,Cane sugar,404,404,淀粉,澱粉,Starch,404,404,蛋白质,蛋白質,Protein,404,404,脂质,脂質,Fat,404,404,1,
272,2,50,347,【常识】下列关于惯性的说法中，正确的是？,【常識】下列關於慣性的說法中，正確的是？,[Common sense] Which of the following statements about inertia is correct?,404,404,物体的质量越大，惯性越大,物體的質量越大，慣性越大,"The greater the mass of the object, the greater the inertia",404,404,物体所受合外力越大，惯性越大,物體所受合外力越大，慣性越大,"The greater the external force on the object, the greater the inertia",404,404,物体做自由落体运动时惯性消失,物體做自由落體運動時慣性消失,The inertia disappears when the object moves in free fall,404,404,物体的速度越大，惯性越大,物體的速度越大，慣性越大,"The greater the speed of the object, the greater the inertia",404,404,1,
273,2,50,349,【常识】圆周率小数点后第12位是？,【常識】圓周率小數點後第12位是？,[Common Sense] What is the 12th digit after the decimal point of Pi?,404,404,9,9,9,404,404,8,8,8,404,404,5,5,5,404,404,4,4,4,404,404,1,
274,2,50,354,【常识】局域网的英文缩写是？,【常識】局域網的英文縮寫是？,[Common Sense] What is the English abbreviation of Local Area Network?,404,404,LAN,LAN,LAN,404,404,ADSL,ADSL,ADSL,404,404,MAC,MAC,MAC,404,404,Internet,Internet,Internet,404,404,1,
275,2,50,357,【常识】对人体来说安全电压最大值为多少？,【常識】對人體來說安全電壓最大值為多少？,[Common sense] What is the maximum safe voltage for the human body?,404,404,36,36,36,404,404,37,37,37,404,404,38,38,38,404,404,40,40,40,404,404,1,
276,3,50,351,【常识】自然界中，有“智慧元素”之称的是？,【常識】自然界中，有“智慧元素”之稱的是？,"[Common sense] In nature, what is called the ""element of wisdom""?",404,404,碘,碘,Iodine,404,404,铁,鐵,Iron,404,404,钙,鈣,Calcium,404,404,锌,鋅,Zinc,404,404,1,
277,3,50,352,【常识】荷兰的风车主要用于？,【常識】荷蘭的風車主要用於？,[Common sense] Dutch windmills are mainly used for?,404,404,排水,排水,Drain,404,404,观光,觀光,Sightseeing,404,404,发电,發電,Power generation,404,404,生风,生風,Generate wind,404,404,1,
278,3,50,353,【常识】下列不属于世界七大奇迹的是？,【常識】下列不屬於世界七大奇跡的是？,[Common Sense] Which of the following are not among the Seven Wonders of the World?,404,404,宙斯神像,宙斯神像,Statue of Zeus,404,404,巴比伦空中花园,巴比倫空中花園,Hanging Gardens of Babylon,404,404,埃及金字塔,埃及金字塔,Egyptian Pyramids,404,404,秦始皇陵兵马俑,秦始皇陵兵馬俑,Mausoleum of the First Qin Emperor,404,404,1,
279,3,50,354,【常识】维纳斯是罗马神话中的？,【常識】維納斯是羅馬神話中的？,[Common sense] What position is Venus in Roman mythology?,404,404,爱神与美神,愛神與美神,Eros and Beauty,404,404,智慧之神,智慧之神,God of Wisdom,404,404,太阳神,太陽神,God of sun,404,404,冥王,冥王,God of netherworld,404,404,1,
280,3,50,355,【常识】世界上最危险的蜜蜂是？,【常識】世界上最危險的蜜蜂是？,[Common sense] What is the most dangerous bee in the world?,404,404,虎头蜂,虎頭蜂,Hornet,404,404,黑大蜜蜂,黑大蜜蜂,Black bee,404,404,沙巴蜂,沙巴蜂,Saban bee,404,404,印度蜂,印度蜂,Indian Bee,404,404,1,
281,3,50,356,【常识】发电机的形式很多，但其工作原理都基于电磁感应定律和电磁力定律。在第二次工业革命中首先研制成发电机的是？,【常識】發電機的形式很多，但其工作原理都基於電磁感應定律和電磁力定律。在第二次工業革命中首先研制成發電機的是？,"[Common sense] There are many forms of generators, but their working principles are based on the law of electromagnetic induction and the law of electromagnetic force. Who first developed the generator in the second industrial revolution?",404,404,法拉第,法拉第,Faraday,404,404,史蒂芬孙,史蒂芬孫,Stephenson,404,404,富兰克林,富蘭克林,Franklin,404,404,卡尔·本茨,卡爾·本茨,Carl Benz,404,404,1,
282,3,50,357,【常识】世界石油储量最多的是哪一个国家？,【常識】世界石油儲量最多的是哪一個國家？,[Common Sense] Which country has the most oil reserves in the world?,404,404,沙特阿拉伯,沙特阿拉伯,Saudi Arabia,404,404,伊朗,伊朗,Iran,404,404,伊拉克,伊拉克,Iraq,404,404,柬埔寨,柬埔寨,Cambodia,404,404,1,
283,3,50,358,【常识】下列著名建筑物哪个不属于法国？,【常識】下列著名建築物哪個不屬於法國？,[Common sense] Which of the following famous buildings does not belong to France?,404,404,比萨斜塔,比薩斜塔,Leaning Tower of Pisa,404,404,凯旋门,凱旋門,Arc de Triomphe,404,404,埃菲尔铁塔,埃菲爾鐵塔,Eiffel tower,404,404,巴黎圣母院,巴黎聖母院,Notre Dame de Paris,404,404,1,
284,3,50,359,【常识】飞机的机翼是用来做什么的？,【常識】飛機的機翼是用來做什麽的？,[Common sense] What are the wings of an airplane used for?,404,404,增加升力,增加升力,Increase lift,404,404,控制方向,控制方向,Control direction,404,404,控制拉升和下降,控制拉升和下降,Control pull up and down,404,404,没什么作用,沒什麽作用,No effect,404,404,1,
285,3,50,360,【常识】乙醇正确的分子式是怎么样？,【常識】乙醇正確的分子式是怎麽樣？,[Common sense] What is the correct molecular formula of ethanol?,404,404,C2H5OH,C2H5OH,C2H5OH,404,404,CH3COH,CH3COH,CH3COH,404,404,(NH)4CO3,(NH)4CO3,(NH)4CO3,404,404,(NH)4HCO3,(NH)4HCO3,(NH)4HCO3,404,404,1,
286,3,50,361,【常识】标准键盘的”T“键左边是什么键？,【常識】標準鍵盤的”T“鍵左邊是什麽鍵？,"[Common sense] What key is on the left of the ""T"" key on a standard keyboard?",404,404,R,R,R,404,404,H,H,H,404,404,Y,Y,Y,404,404,E,E,E,404,404,1,
287,3,50,362,【常识】下列太阳活动对地球的影响中描述不正确的是：,【常識】下列太陽活動對地球的影響中描述不正確的是：,[Common Sense] What is incorrect in the description of the influence by solar activities on the earth?,404,404,影响长波通讯,影響長波通訊,Affect Longwave communications,404,404,影响气候,影響氣候,Affects climate,404,404,影响短波通讯,影響短波通訊,Affect shortwave communications,404,404,产生磁暴现象,產生磁暴現象,Generate a magnetic storm,404,404,1,
288,3,50,363,【常识】化学与生活密切相关，下列叙述错误的是,【常識】化學與生活密切相關，下列敘述錯誤的是,"[Common sense] Chemistry is closely related to life, the following statement is wrong",404,404,活性炭具有除异味和杀菌作用,活性炭具有除異味和殺菌作用,Activate carbon has deodorization and sterilization effect,404,404,铝合金大量用于高铁建设,鋁合金大量用於高鐵建設,Aluminium alloy is used in high-speed rail construction,404,404,碘酒可用于皮肤外用消毒,碘酒可用於皮膚外用消毒,Iodine can be used for external skin disinfection,404,404,高纯硅可用于制作光感电池,高純矽可用於制作光感電池,High-purity silicon can be used to make light-sensitive batteries,404,404,1,
289,3,50,364,【常识】“野兽主义”的代表画家是？,【常識】“野獸主義”的代表畫家是？,"[Common Sense] Who is the representative painter of ""Fauvism""?",404,404,马蒂斯,馬蒂斯,Matisse,404,404,毕加索,畢加索,Picasso,404,404,梵高,梵高,Van Gogh,404,404,雷诺阿,雷諾阿,Renoir,404,404,1,
290,3,50,365,【常识】可以反映“酸性土壤”的指示性植物是？,【常識】可以反映“酸性土壤”的指示性植物是？,"[Common Sense] Which indicator plants can reflect ""acid soil""?",404,404,铁芒萁,鐵芒萁,OldWorld forked fern,404,404,碱蓬,堿蓬,Suaeda,404,404,骆驼刺,駱駝刺,Alhagi sparsi,404,404,芦苇,蘆葦,Reed,404,404,1,
291,3,50,366,【常识】在三倍放大镜下，三角板角的度数会？,【常識】在三倍放大鏡下，三角板角的度數會？,"[Common sense] Under a three-fold magnifying glass, what will the degree of the angle become?",404,404,角度不变,角度不變,Angle unchanged,404,404,放大一倍,放大一倍,Zoom in 1 time,404,404,放大三倍,放大三倍,Magnify three times,404,404,角度变化,角度變化,Angle change,404,404,1,
292,3,50,367,【常识】在所有巨大的猛兽中，哪种动物的心脏最小？,【常識】在所有巨大的猛獸中，哪種動物的心臟最小？,"[Common sense] Among all the giant beasts, which animal has the smallest heart?",404,404,狮子,獅子,Lion,404,404,老虎,老虎,Tiger,404,404,猎豹,獵豹,Cheetah,404,404,野猪,野豬,Wild boar,404,404,1,
293,3,50,368,【常识】地壳中含量最多的元素是？,【常識】地殼中含量最多的元素是？,[Common sense] What is the most abundant element in the earth crust?,404,404,氧,氧,Oxygen,404,404,氮,氮,Nitrogen,404,404,铝,鋁,Aluminum,404,404,硅,矽,Silicon,404,404,1,
294,3,50,369,【常识】声音在哪种介质中传播最快？,【常識】聲音在哪種介質中傳播最快？,[Common sense] In which medium does sound travel the fastest?,404,404,海水中,海水中,In sea water,404,404,蒸馏水,蒸餾水,Distilled water,404,404,煤油,煤油,kerosene,404,404,软木,軟木,cork,404,404,1,
295,3,50,370,【常识】美国自由女神像是哪国雕塑家的作品？,【常識】美國自由女神像是哪國雕塑家的作品？,[Common Sense] Which country is the author of the Statue of Liberty?,404,404,法国,法國,France,404,404,美国,美國,United States,404,404,英国,英國,United Kingdom,404,404,德国,德國,Germany,404,404,1,
296,3,50,371,【常识】哪项运动被誉为“体育运动之母”？,【常識】哪項運動被譽為“體育運動之母”？,"[Common Sense] Which sport is known as the ""mother of sports""?",404,404,田径,田徑,track and field,404,404,游泳,遊泳,Swim,404,404,摔跤,摔跤,Wrestling,404,404,举中,舉中,Weight lifting,404,404,1,
297,1,50,372,下列哪只宝可梦不是“道之三龙”？,下列哪只寶可夢不是“道之三龍”？,"Which of the following Pokémon is not the ""Tao trio""?",404,404,科斯莫姆,科斯莫姆,Cosmoem,404,404,莱希拉姆,萊希拉姆,Reshiram,404,404,捷克罗姆,捷克羅姆,Zekrom,404,404,酋雷姆,酋雷姆,Kyurem,404,404,1,
298,1,50,373,固拉多的死敌是谁？,固拉多的死敵是誰？,Who is Groudon's rival enemy?,404,404,盖欧卡,蓋歐卡,Kyogre,404,404,裂空座,裂空座,Rayquaza,404,404,另一只固拉多,另一只固拉多,Another Groudon,404,404,人类,人類,Humanity,404,404,1,
299,1,50,374,在宝可梦动漫中，火箭队衣服上标志的字母是？,在寶可夢動漫中，火箭隊衣服上標誌的字母是？,"In the Pokémon anime, what is the letter on Teamm Rockets’ cloth?",404,404,R,R,R,404,404,P,P,P,404,404,H,H,H,404,404,S,S,S,404,404,1,
300,1,50,375,哪只宝可梦手里拿着一个可用于催眠的圆环呢？,哪只寶可夢手裏拿著一個可用於催眠的圓環呢？,Which Pokémon holds a ring that can be used for hypnosis?,404,404,引梦貘人,引夢貘人,Hypno,404,404,胡地,胡地,Alakazam,404,404,大葱鸭,大蔥鴨,Farfetch'd,404,404,可拉可拉,可拉可拉,Cubone,404,404,1,
301,2,50,376,大木博士的原名叫什么？,大木博士的原名叫什麽？,What was the full name of Dr. Oak?,404,404,大木雪成,大木雪成,Samuel Oak,404,404,大木康茂,大木康茂,Michael Oak,404,404,大木成也,大木成也,Jack Oak,404,404,大木掘内,大木掘內,Adam Oak,404,404,1,
302,2,50,377,雌性皮卡丘的尾巴顶端是什么形状的？,雌性皮卡丘的尾巴頂端是什麽形狀的？,What is the shape of the top of the female Pikachu’s tail?,404,404,爱心,愛心,Love,404,404,星形,星形,Star shape,404,404,和雄性一样,和雄性一樣,Same as male,404,404,尾巴上印着一朵花,尾巴上印著一朵花,A flower printed on the tail,404,404,1,
303,2,50,378,小智的杰尼龟离队的原因？,小智的傑尼龜離隊的原因？,Why did Ash's Squirtle leave the team?,404,404,为了灭火做了消防员,為了滅火做了消防員,Worked as a fireman to put out the fire,404,404,追寻更强大的训练家,追尋更強大的訓練家,Pursue a stronger trainer,404,404,为了自身的进化,為了自身的進化,For its own evolution,404,404,为了雌性杰尼龟,為了雌性傑尼龜,For female Squirtle,404,404,1,
304,2,50,379,火箭队的喵喵为什么不进化？,火箭隊的喵喵為什麽不進化？,Why doesn't Meowth of Team Rocket evolve?,404,404,学习说话费尽了精力,學習說話費盡了精力,Exhausted learning to speak,404,404,自己不喜欢进化,自己不喜歡進化,Don't like to be evolved,404,404,本来就不能进化,本來就不能進化,Can't evolve,404,404,母喵喵不喜欢,母喵喵不喜歡,Female Meowth doesn't like it,404,404,1,
305,2,50,380,皮卡丘放电的部位在哪？,皮卡丘放電的部位在哪？,Where is Pikachu's part to release electicity?,404,404,脸颊,臉頰,Cheek,404,404,双手,雙手,Hands,404,404,耳朵,耳朵,ear,404,404,尾巴,尾巴,Tail,404,404,1,
306,2,50,381,伊布共有多少种进化形态？,伊布共有多少種進化形態？,How many evolution forms does Eevee have?,404,404,8种,8種,8 types,404,404,7种,7種,7 types,404,404,9种,9種,9 types,404,404,6种,6種,6 kinds,404,404,1,
307,2,50,382,被称为创世神的宝可梦阿尔宙斯，创造了整个世界，请问，阿尔宙斯是怎么诞生的？,被稱為創世神的寶可夢阿爾宙斯，創造了整個世界，請問，阿爾宙斯是怎麽誕生的？,"Arceus, known as the creator of the Pokémon world. How did Arceus be born?",404,404,从虚无之处的一颗蛋中诞生,從虛無之處的一顆蛋中誕生,"Emerged from an egg in a place where there was nothing,",404,404,在极光中逐渐成形,在極光中逐漸成形,Gradually taking shape in the aurora,404,404,光环收集光能幻化了身形,光環收集光能幻化了身形,The halo collects light energy and transform the body,404,404,被人类创造而成,被人類創造而成,Created by humans,404,404,1,
308,2,50,383,以下哪只宝可梦不是小次郎收服过的？,以下哪只寶可夢不是小次郎收服過的？,Which of the following Pokémon has not been captured by James?,404,404,果然翁,果然翁,Wobbuffet,404,404,卡蒂狗,卡蒂狗,Growlithe,404,404,尖牙笼,尖牙籠,Carnivine,404,404,瓦斯弹,瓦斯彈,Koffing,404,404,1,
309,2,50,384,宝可梦拉鲁拉斯的头型像是碗盖头，会遮住拉鲁拉丝的大半面脸，但偶尔可以看到它的眼睛，请问它眼睛的颜色是？,寶可夢拉魯拉斯的頭型像是碗蓋頭，會遮住拉魯拉絲的大半面臉，但偶爾可以看到它的眼睛，請問它眼睛的顏色是？,"The head of Pokémon Ralts is a bowl like shape, which will cover most of Ralts's face, but occasionally we can see its eyes. What color are its eyes?",404,404,红色,紅色,Red,404,404,蓝色,藍色,Blue,404,404,黑色,黑色,Black,404,404,绿色,綠色,Green,404,404,1,
310,3,50,385,仙子伊布有多少条缎带？,仙子伊布有多少條緞帶？,How many ribbons does Sylveon have?,404,404,4条,4條,Four,404,404,2条,2條,Two,404,404,6条,6條,Six,404,404,无缎带,無緞帶,No ribbon,404,404,1,
311,3,50,386,甲贺忍蛙脖子上缠绕的是什么？,甲賀忍蛙脖子上纏繞的是什麽？,What is wrapped around Greninja's neck?,404,404,舌头,舌頭,Tongue,404,404,红色的围巾,紅色的圍巾,Red scarf,404,404,忍者的飘带,忍者的飄帶,Ninja's streamer,404,404,小智送的红色丝带,小智送的紅色絲帶,Red ribbon from Ash,404,404,1,
312,3,50,387,绿毛虫头顶的触角是什么颜色的？,綠毛蟲頭頂的觸角是什麽顏色的？,What color are the antennae on the top of Caterpie?,404,404,红色,紅色,Red,404,404,绿色,綠色,Green,404,404,黄色,黃色,Yellow,404,404,米色,米色,Beige,404,404,1,
313,3,50,388,仙子伊布，是排名前十的高人气宝可梦，会从蝴蝶结般的触角里释放能够消除敌意的波动，请问这个蝴蝶结分别在哪个位置？,仙子伊布，是排名前十的高人氣寶可夢，會從蝴蝶結般的觸角裏釋放能夠消除敵意的波動，請問這個蝴蝶結分別在哪個位置？,"Sylveon, a top ten popular Pokémon, sends a soothing aura from its ribbonlike feelers to calm fights. Where is this bow?",404,404,脖子和左耳处,脖子和左耳處,Neck and left ear,404,404,脖子和右耳处,脖子和右耳處,Neck and right ear,404,404,脖子和左脚处,脖子和左腳處,Neck and left foot,404,404,脖子和右脚处,脖子和右腳處,Neck and right foot,404,404,1,
314,1,50,389,【常识】夏季在烈日下工作或运动量过大出汗多时，为预防中暑应该多喝？,【常識】夏季在烈日下工作或運動量過大出汗多時，為預防中暑應該多喝？,"[Common Sense] In summer, when working or exercising under the scorching sun and sweating a lot, what should you drink more to prevent heatstroke?",404,404,盐开水,鹽開水,Salt boiled water,404,404,糖水,糖水,Water with sugar,404,404,白开水,白開水,Boiled water,404,404,冰镇水,冰鎮水,Iced water,404,404,1,
315,1,50,390,【常识】隐形飞机是指什么样的飞机？,【常識】隱形飛機是指什麽樣的飛機？,[Common sense] What kind of aircraft is a stealth aircraft?,404,404,雷达监测不到,雷達監測不到,Can not detected by radar,404,404,肉眼看不到的,肉眼看不到的,Invisible to the naked eye,404,404,体积很小的,體積很小的,Very small,404,404,透明材质的,透明材質的,Transparent,404,404,1,
316,1,50,391,【常识】声音的高低是由什么决定的？,【常識】聲音的高低是由什麽決定的？,[Common sense] What determines the level of voice?,404,404,发生体振动的频率,發生體振動的頻率,Frequency of body vibration,404,404,发声体的材料,發聲體的材料,The material of the acoustic source,404,404,发声体的振幅,發聲體的振幅,Amplitude of the sounding body,404,404,发声体的结构,發聲體的結構,The structure of the sounding body,404,404,1,
317,1,50,392,【常识】光在不同的介质中传播速度不同，在什么中传播最快？,【常識】光在不同的介質中傳播速度不同，在什麽中傳播最快？,[Common sense] Light travels at different speeds in different media. What media can light travels fastest?,404,404,真空,真空,Vacuum,404,404,金属,金屬,Metal,404,404,水,水,Water,404,404,空气,空氣,Air,404,404,1,
318,1,50,393,【常识】人舌头的哪个部位对甜味最敏感？,【常識】人舌頭的哪個部位對甜味最敏感？,[Common sense] Which part of the human tongue is most sensitive to sweetness?,404,404,舌尖,舌尖,Tip of tongue,404,404,舌两侧,舌兩側,Both sides of the tongue,404,404,舌根,舌根,Base of tongue,404,404,舌中间,舌中間,Middle of tongue,404,404,1,
319,1,50,394,【常识】我们常说的噪音污染是指？,【常識】我們常說的噪音汙染是指？,[Common sense] What do we often mean by noise pollution?,404,404,分贝超过80,分貝超過80,Over 80 decibels,404,404,分贝超过90,分貝超過90,More than 90 decibels,404,404,分贝超过40,分貝超過40,More than 40 decibels,404,404,分贝超过60,分貝超過60,More than 60 decibels,404,404,1,
320,1,50,395,【常识】水是人体不可缺少的组成部分，约占成人体重的分量是多少用以维持人体正常的生理活动？,【常識】水是人體不可缺少的組成部分，約占成人體重的分量是多少用以維持人體正常的生理活動？,[Common Sense] What is the amount of water in the body weight of an adult to maintain normal physiological activities of the human body?,404,404,0.666666667,0.666666667,0.666666667,404,404,0.8,0.8,0.8,404,404,0.5,0.5,0.5,404,404,0.6,0.6,0.6,404,404,1,
321,1,50,396,【常识】狗热的时候一般用什么散热？,【常識】狗熱的時候一般用什麽散熱？,[Common sense] What part do dogs use to dissipate heat?,404,404,舌头,舌頭,Tongue,404,404,皮肤,皮膚,skin,404,404,眼睛,眼睛,Eye,404,404,耳朵,耳朵,ear,404,404,1,
322,1,50,397,【常识】第一次世界大战开始的时间是？,【常識】第一次世界大戰開始的時間是？,[Common Sense] When did the First World War begin?,404,404,1914,1914,1914,404,404,1910,1910,1910,404,404,1939,1939,1939,404,404,1940,1940,1940,404,404,1,
323,2,50,398,【常识】当人的皮肤受到阳光照射时，便会在体内产生？,【常識】當人的皮膚受到陽光照射時，便會在體內產生？,"[Common sense] When human skin is exposed to sunlight, it will be produced in the body?",404,404,维生素D,維生素D,Vitamin D,404,404,维生素C,維生素C,Vitamin C,404,404,维生素B,維生素B,Vitamin B,404,404,维生素A,維生素A,Vitamin A,404,404,1,
324,2,50,399,【常识】人体内对营养物质消化和吸收的主要场所是？,【常識】人體內對營養物質消化和吸收的主要場所是？,[Common sense] What is the main place for digestion and absorption of nutrients in the human body?,404,404,小肠,小腸,Small intestine,404,404,大肠,大腸,The large intestine,404,404,胃,胃,Stomach,404,404,脾,脾,Spleen,404,404,1,
325,2,50,400,【常识】被蚊虫叮咬后，可以用氨水，小苏打溶液或肥皂水涂抹止痒，这是利用了它们的？,【常識】被蚊蟲叮咬後，可以用氨水，小蘇打溶液或肥皂水塗抹止癢，這是利用了它們的？,"[Common Sense] After being bitten by a mosquito, you can apply ammonia, baking soda solution or soap water to relieve itching. What is the principle of this method",404,404,弱碱性,弱堿性,Weakly alkaline,404,404,弱氧化性,弱氧化性,Weak oxidizing,404,404,弱酸性,弱酸性,Weak acid,404,404,表面活性,表面活性,Surface activity,404,404,1,
326,2,50,401,【常识】飞机起飞与降落时，应该怎样才最有安全保障？,【常識】飛機起飛與降落時，應該怎樣才最有安全保障？,[Common sense] What is the most safe guarantee way to do when an airplane takes off and landed?,404,404,逆风起飞，逆风降落,逆風起飛，逆風降落,"Take off against the wind, land against the wind",404,404,顺风起飞，顺风降落,順風起飛，順風降落,"Take off with a tailwind, and land with a tailwind",404,404,顺风起飞，逆风降落,順風起飛，逆風降落,"Take off downwind, land upwind",404,404,逆风起飞，顺风降落,逆風起飛，順風降落,"Take off against the wind, land downwind",404,404,1,
327,2,50,402,【常识】海水有苦味是因为它含有？,【常識】海水有苦味是因為它含有？,[Common sense] The bitter taste of sea water is because it contains?,404,404,氯化镁,氯化鎂,Magnesium Chloride,404,404,氯化钠,氯化鈉,Sodium Chloride,404,404,氯化钾,氯化鉀,Potassium Chloride,404,404,氯化钙,氯化鈣,Calcium chloride,404,404,1,
328,2,50,403,【常识】人体的解毒器官是？,【常識】人體的解毒器官是？,[Common Sense] What are the detoxification organs of the human body?,404,404,肝脏,肝臟,Liver,404,404,脾,脾,Spleen,404,404,肾脏,腎臟,Kidney,404,404,胃,胃,Stomach,404,404,1,
329,2,50,404,【常识】下列中哪个不是世界三大黄金水道？,【常識】下列中哪個不是世界三大黃金水道？,[Common sense] Which of the following is not the world’s three golden waterways?,404,404,直布罗陀海峡,直布羅陀海峽,Strait of Gibraltar,404,404,巴拿马运河,巴拿馬運河,Panama Canal,404,404,密西西比河 ,密西西比河 ,Mississippi River ,404,404,苏伊士运河,蘇伊士運河,Suez Canal,404,404,1,
330,2,50,405,【常识】下列著名宫殿中哪个位于英国？,【常識】下列著名宮殿中哪個位於英國？,[Common Sense] Which of the following famous palaces is located in the UK?,404,404,白金汉宫,白金漢宮,Buckingham Palace,404,404,克里姆林宫,克裏姆林宮,Kremlin,404,404,凡尔赛宫,凡爾賽宮,Palace of Versailles,404,404,故宫,故宮,The Imperial Palace ,404,404,1,
331,2,50,406,【常识】世界上最高的塔是哪一座？,【常識】世界上最高的塔是哪一座？,[Common sense] Which is the tallest tower in the world?,404,404,多伦多塔,多倫多塔,Toronto Tower,404,404,东柏林塔,東柏林塔,Berlin Television Tower,404,404,埃菲尔铁塔,埃菲爾鐵塔,Eiffel tower,404,404,莫斯科塔,莫斯科塔,Moscow tower,404,404,1,
332,3,50,407,【常识】人们会感觉森林里的空气特别清新，原因是空气中含有大量的？,【常識】人們會感覺森林裏的空氣特別清新，原因是空氣中含有大量的？,"[Common sense] People feel that the air in the forest is particularly fresh, because the air contains a lot of it?",404,404,负氧离子,負氧離子,Negative oxygen ions,404,404,氦离子,氦離子,Helium ion,404,404,氢离子,氫離子,Hydrogen ion,404,404,氮离子,氮離子,Nitrogen ion,404,404,1,
333,3,50,408,【常识】下列哪种动物不属于哺乳动物？,【常識】下列哪種動物不屬於哺乳動物？,[Common Sense] Which of the following animals is not a mammal?,404,404,海龟,海龜,Sea turtle,404,404,袋鼠,袋鼠,Kangaroo,404,404,蝙蝠,蝙蝠,Bat,404,404,鲸鱼,鯨魚,Whale,404,404,1,
334,3,50,409,【常识】能够做成电视机的荧光材料物质是,【常識】能夠做成電視機的熒光材料物質是,[Common sense] What is the fluorescent material that can be made into a TV?,404,404,ZnS,ZnS,ZnS,404,404,CuS,CuS,CuS,404,404,BaS,BaS,BaS,404,404,CaS,CaS,CaS,404,404,1,
335,3,50,410,【常识】世界语的创始人是？,【常識】世界語的創始人是？,[Common Sense] Who is the founder of Esperanto?,404,404,柴门霍夫,柴門霍夫,Zamenhof,404,404,埃利斯,埃利斯,Ellis,404,404,布拉耶,布拉耶,Braille,404,404,奥格登,奧格登,Ogden,404,404,1,
336,3,50,411,【常识】“世界环保日”是在每年的哪一天？,【常識】“世界環保日”是在每年的哪一天？,[Common Sense] Which day is “World Environment Day”?,404,404,6月5日,6月5日,June 5th,404,404,6月4日,6月4日,June 4th,404,404,6月6日,6月6日,June 6th,404,404,6月8日,6月8日,June 8th,404,404,1,
